 Periods ,solar_roof,temp,heat_1,elec_1,heat_2,elec_2,heat_3,elec_3
273,0.048425521,4.5,1.29E+03,7.21E+02,2.59E+02,1.44E+02,3.04E+01,1.80E+01
274,0.292719663,5.5,1.21E+03,5.61E+02,2.53E+02,1.12E+02,3.00E+01,1.40E+01
275,0.560578202,5.7,1.01E+03,5.61E+02,2.39E+02,1.12E+02,2.70E+01,1.40E+01
276,0.710405331,5.8,9.15E+02,1.12E+03,2.26E+02,2.24E+02,1.64E+01,2.80E+01
277,0.711971159,6,8.52E+02,1.60E+03,2.18E+02,3.20E+02,2.27E+01,4.00E+01
278,0.629695302,5.9,8.89E+02,7.21E+02,2.11E+02,1.44E+02,2.21E+01,1.80E+01
279,0.454784183,5.6,1.07E+03,5.61E+02,2.26E+02,1.12E+02,3.00E+01,1.40E+01
280,0.184322897,5.2,1.15E+03,5.61E+02,2.39E+02,1.12E+02,2.50E+01,1.40E+01
281,0.013582575,5,1.19E+03,1.12E+03,2.30E+02,2.24E+02,3.24E+01,2.80E+01
282,0,4.8,1.14E+03,1.60E+03,2.19E+02,3.20E+02,2.61E+01,4.00E+01
283,0,4.5,1.12E+03,1.12E+03,2.14E+02,2.24E+02,2.99E+01,2.80E+01
284,0,4,1.15E+03,9.62E+02,2.25E+02,1.92E+02,2.88E+01,2.40E+01
285,0,3.7,1.15E+03,5.61E+02,2.31E+02,1.12E+02,2.85E+01,1.40E+01
286,0,3.4,1.15E+03,5.61E+02,2.26E+02,1.12E+02,2.70E+01,1.40E+01
287,0,3.3,1.13E+03,5.61E+02,2.22E+02,1.12E+02,2.86E+01,1.40E+01
288,0,3.6,1.10E+03,2.41E+02,2.13E+02,4.80E+01,2.92E+01,6.00E+00
289,0,3.4,1.08E+03,1.60E+02,2.14E+02,3.20E+01,2.63E+01,4.00E+00
290,0,3.3,1.07E+03,1.60E+02,2.14E+02,3.20E+01,2.60E+01,4.00E+00
291,0,3.6,1.09E+03,1.60E+02,2.24E+02,3.20E+01,2.63E+01,4.00E+00
292,0,3.4,1.10E+03,1.60E+02,2.18E+02,3.20E+01,2.99E+01,4.00E+00
293,0,3.2,1.11E+03,1.60E+02,2.26E+02,3.20E+01,2.64E+01,4.00E+00
294,0,3,1.12E+03,1.60E+02,2.23E+02,3.20E+01,3.00E+01,4.00E+00
295,0,2.4,1.13E+03,7.21E+02,2.26E+02,1.44E+02,2.82E+01,1.80E+01
296,0,2.3,1.15E+03,1.44E+03,2.28E+02,2.88E+02,2.83E+01,3.60E+01
297,0.00886572,2.3,1.17E+03,7.21E+02,2.32E+02,1.44E+02,3.01E+01,1.80E+01
298,0.054546471,4.1,1.18E+03,5.61E+02,2.42E+02,1.12E+02,3.08E+01,1.40E+01
299,0.105794445,4.5,1.20E+03,5.61E+02,2.51E+02,1.12E+02,3.08E+01,1.40E+01
300,0.125076959,5.4,1.21E+03,1.12E+03,2.58E+02,2.24E+02,3.01E+01,2.80E+01
301,0.133613932,5.7,1.24E+03,1.60E+03,2.67E+02,3.20E+02,3.01E+01,4.00E+01
302,0.108378,5.9,1.24E+03,7.21E+02,2.60E+02,1.44E+02,3.07E+01,1.80E+01
303,0.080180027,6,1.26E+03,5.61E+02,2.68E+02,1.12E+02,3.21E+01,1.40E+01
304,0.052998174,4.9,1.29E+03,5.61E+02,2.70E+02,1.12E+02,3.19E+01,1.40E+01
305,0.007500542,3.6,1.32E+03,1.12E+03,2.63E+02,2.24E+02,3.46E+01,2.80E+01
306,0,3.4,1.34E+03,1.60E+03,2.73E+02,3.20E+02,3.01E+01,4.00E+01
307,0,3.3,1.37E+03,1.12E+03,2.81E+02,2.24E+02,3.64E+01,2.80E+01
308,0,3.2,1.37E+03,9.62E+02,2.75E+02,1.92E+02,3.37E+01,2.40E+01
309,0,2.8,1.39E+03,5.61E+02,2.80E+02,1.12E+02,3.35E+01,1.40E+01
310,0,2.5,1.42E+03,5.61E+02,2.93E+02,1.12E+02,3.64E+01,1.40E+01
311,0,2.5,1.46E+03,5.61E+02,2.91E+02,1.12E+02,3.68E+01,1.40E+01
312,0,2.6,1.48E+03,2.41E+02,2.94E+02,4.80E+01,3.89E+01,6.00E+00
313,0,2.2,1.51E+03,1.60E+02,3.07E+02,3.20E+01,3.71E+01,4.00E+00
314,0,2.1,1.53E+03,1.60E+02,3.11E+02,3.20E+01,3.68E+01,4.00E+00
315,0,1.7,1.54E+03,1.60E+02,3.10E+02,3.20E+01,3.89E+01,4.00E+00
316,0,1.5,1.56E+03,1.60E+02,3.12E+02,3.20E+01,3.89E+01,4.00E+00
317,0,1.3,1.57E+03,1.60E+02,3.16E+02,3.20E+01,3.89E+01,4.00E+00
318,0,1.2,1.57E+03,1.60E+02,3.14E+02,3.20E+01,4.07E+01,4.00E+00
319,0,1.2,1.58E+03,7.21E+02,3.17E+02,1.44E+02,3.71E+01,1.80E+01
320,0,0.9,1.58E+03,1.44E+03,3.17E+02,2.88E+02,4.07E+01,3.60E+01
321,0.073910457,0.2,1.58E+03,7.21E+02,3.15E+02,1.44E+02,4.07E+01,1.80E+01
322,0.411831904,0.6,1.59E+03,5.61E+02,3.19E+02,1.12E+02,3.75E+01,1.40E+01
323,0.746727794,1.2,1.58E+03,5.61E+02,3.19E+02,1.12E+02,3.82E+01,1.40E+01
324,0.901844302,2.7,1.59E+03,1.12E+03,3.16E+02,2.24E+02,4.07E+01,2.80E+01
325,0.944791576,2.4,1.57E+03,1.60E+03,3.18E+02,3.20E+02,3.89E+01,4.00E+01
326,0.903361537,2.3,1.56E+03,7.21E+02,3.18E+02,1.44E+02,3.89E+01,1.80E+01
327,0.720200661,2.2,1.56E+03,5.61E+02,3.16E+02,1.12E+02,3.89E+01,1.40E+01
328,0.373699001,2,1.55E+03,5.61E+02,3.17E+02,1.12E+02,3.89E+01,1.40E+01
329,0.043434538,1.5,1.55E+03,1.12E+03,3.16E+02,2.24E+02,3.89E+01,2.80E+01
330,0,0.6,1.55E+03,1.60E+03,3.13E+02,3.20E+02,3.68E+01,4.00E+01
331,0,0.2,1.56E+03,1.12E+03,3.24E+02,2.24E+02,3.89E+01,2.80E+01
332,0,0.3,1.57E+03,9.62E+02,3.22E+02,1.92E+02,3.89E+01,2.40E+01
333,0,0,1.59E+03,5.61E+02,3.24E+02,1.12E+02,4.07E+01,1.40E+01
334,0,-0.1,1.60E+03,5.61E+02,3.25E+02,1.12E+02,4.07E+01,1.40E+01
335,0,-0.2,1.61E+03,5.61E+02,3.24E+02,1.12E+02,3.89E+01,1.40E+01
336,0,-0.4,1.61E+03,2.41E+02,3.29E+02,4.80E+01,3.89E+01,6.00E+00
337,0,-0.6,1.63E+03,1.60E+02,3.39E+02,3.20E+01,4.07E+01,4.00E+00
338,0,-0.3,1.64E+03,1.60E+02,3.55E+02,3.20E+01,4.07E+01,4.00E+00
339,0,0.1,1.66E+03,1.60E+02,3.54E+02,3.20E+01,4.27E+01,4.00E+00
340,0,0.1,1.69E+03,1.60E+02,3.59E+02,3.20E+01,4.07E+01,4.00E+00
341,0,0,1.70E+03,1.60E+02,3.61E+02,3.20E+01,4.43E+01,4.00E+00
342,0,0.2,1.71E+03,1.60E+02,3.65E+02,3.20E+01,4.27E+01,4.00E+00
343,0,0.5,1.77E+03,7.21E+02,3.77E+02,1.44E+02,4.07E+01,1.80E+01
344,0,0.3,1.80E+03,1.44E+03,3.91E+02,2.88E+02,4.63E+01,3.60E+01
345,0.068629269,0.3,1.84E+03,7.21E+02,3.97E+02,1.44E+02,4.63E+01,1.80E+01
346,0.393658778,0.3,1.84E+03,5.61E+02,3.95E+02,1.12E+02,4.63E+01,1.40E+01
347,0.693284808,1.3,1.83E+03,5.61E+02,3.96E+02,1.12E+02,4.63E+01,1.40E+01
348,0.848613001,2.9,1.82E+03,1.12E+03,3.93E+02,2.24E+02,4.07E+01,2.80E+01
349,0.874130636,4,1.82E+03,1.60E+03,3.94E+02,3.20E+02,4.63E+01,4.00E+01
350,0.819402286,5.4,1.80E+03,7.21E+02,3.91E+02,1.44E+02,4.29E+01,1.80E+01
351,0.672725563,6.1,1.74E+03,5.61E+02,3.75E+02,1.12E+02,4.18E+01,1.40E+01
352,0.354373799,6.6,1.73E+03,5.61E+02,3.66E+02,1.12E+02,4.11E+01,1.40E+01
353,0.041778759,7.1,1.74E+03,1.12E+03,3.65E+02,2.24E+02,4.36E+01,2.80E+01
354,0,7.5,1.74E+03,1.60E+03,3.69E+02,3.20E+02,4.18E+01,4.00E+01
355,0,6.8,1.76E+03,1.12E+03,3.64E+02,2.24E+02,4.45E+01,2.80E+01
356,0,5.6,1.76E+03,9.62E+02,3.70E+02,1.92E+02,4.43E+01,2.40E+01
357,0,4.8,1.75E+03,5.61E+02,3.59E+02,1.12E+02,4.43E+01,1.40E+01
358,0,4.7,1.74E+03,5.61E+02,3.53E+02,1.12E+02,4.07E+01,1.40E+01
359,0,4.4,1.75E+03,5.61E+02,3.58E+02,1.12E+02,4.36E+01,1.40E+01
360,0,4.6,1.74E+03,2.41E+02,3.55E+02,4.80E+01,4.50E+01,6.00E+00
361,0,4.7,1.75E+03,1.60E+02,3.68E+02,3.20E+01,4.13E+01,4.00E+00
362,0,4.7,1.75E+03,1.60E+02,3.58E+02,3.20E+01,4.43E+01,4.00E+00
363,0,4.8,1.73E+03,1.60E+02,3.60E+02,3.20E+01,4.07E+01,4.00E+00
364,0,5,1.74E+03,1.60E+02,3.67E+02,3.20E+01,4.43E+01,4.00E+00
365,0,5.1,1.74E+03,1.60E+02,3.63E+02,3.20E+01,4.50E+01,4.00E+00
366,0,5.2,1.72E+03,1.60E+02,3.56E+02,3.20E+01,4.07E+01,4.00E+00
367,0,5.5,1.71E+03,7.21E+02,3.44E+02,1.44E+02,4.43E+01,1.80E+01
368,0,5.7,1.71E+03,1.44E+03,3.40E+02,2.88E+02,4.07E+01,3.60E+01
369,0.073833607,6.1,1.70E+03,7.21E+02,3.38E+02,1.44E+02,4.27E+01,1.80E+01
370,0.410098845,6.7,1.68E+03,5.61E+02,3.35E+02,1.12E+02,4.36E+01,1.40E+01
371,0.734598166,7.8,1.58E+03,5.61E+02,3.26E+02,1.12E+02,3.93E+01,1.40E+01
372,0.889168684,7.8,1.04E+03,1.12E+03,3.05E+02,2.24E+02,3.86E+01,2.80E+01
373,0.938077981,9.7,1.58E+03,1.60E+03,3.22E+02,3.20E+02,3.89E+01,4.00E+01
374,0.888370633,8.8,9.48E+02,7.21E+02,3.01E+02,1.44E+02,1.34E+01,1.80E+01
375,0.722638494,8.1,1.04E+03,5.61E+02,3.03E+02,1.12E+02,2.60E+01,1.40E+01
376,0.393493396,7.7,1.70E+03,5.61E+02,3.39E+02,1.12E+02,4.45E+01,1.40E+01
377,0.052059053,7.6,1.72E+03,1.12E+03,3.48E+02,2.24E+02,4.43E+01,2.80E+01
378,0,7.8,1.72E+03,1.60E+03,3.50E+02,3.20E+02,4.07E+01,4.00E+01
379,0,7.8,1.74E+03,1.12E+03,3.55E+02,2.24E+02,4.50E+01,2.80E+01
380,0,7.9,1.73E+03,9.62E+02,3.58E+02,1.92E+02,4.14E+01,2.40E+01
381,0,7.9,1.74E+03,5.61E+02,3.66E+02,1.12E+02,4.50E+01,1.40E+01
382,0,6.7,1.75E+03,5.61E+02,3.68E+02,1.12E+02,4.13E+01,1.40E+01
383,0,6.9,1.77E+03,5.61E+02,3.71E+02,1.12E+02,4.50E+01,1.40E+01
384,0,6.6,1.78E+03,2.41E+02,3.74E+02,4.80E+01,4.27E+01,6.00E+00
385,0,6.8,1.78E+03,1.60E+02,3.70E+02,3.20E+01,4.43E+01,4.00E+00
386,0,6.2,1.79E+03,1.60E+02,3.75E+02,3.20E+01,4.63E+01,4.00E+00
387,0,6.7,1.80E+03,1.60E+02,3.65E+02,3.20E+01,4.43E+01,4.00E+00
388,0,5.6,1.80E+03,1.60E+02,3.75E+02,3.20E+01,4.27E+01,4.00E+00
389,0,5.1,1.81E+03,1.60E+02,3.69E+02,3.20E+01,4.50E+01,4.00E+00
390,0,3.3,1.81E+03,1.60E+02,3.70E+02,3.20E+01,4.50E+01,4.00E+00
391,0,3.4,1.82E+03,7.21E+02,3.65E+02,1.44E+02,4.50E+01,1.80E+01
392,0,3.2,1.82E+03,1.44E+03,3.67E+02,2.88E+02,4.50E+01,3.60E+01
393,0.007571974,3.5,1.82E+03,7.21E+02,3.62E+02,1.44E+02,4.50E+01,1.80E+01
394,0.040109384,3,1.79E+03,5.61E+02,3.49E+02,1.12E+02,4.43E+01,1.40E+01
395,0.071682206,1.9,1.79E+03,5.61E+02,3.45E+02,1.12E+02,4.43E+01,1.40E+01
396,0.10333485,1.9,1.73E+03,1.12E+03,3.44E+02,2.24E+02,4.43E+01,2.80E+01
397,0.125821377,3.3,1.64E+03,1.60E+03,3.46E+02,3.20E+02,4.43E+01,4.00E+01
398,0.119535292,4.6,1.52E+03,7.21E+02,3.43E+02,1.44E+02,3.71E+01,1.80E+01
399,0.085620924,3.3,1.66E+03,5.61E+02,3.53E+02,1.12E+02,3.89E+01,1.40E+01
400,0.051765489,3.3,1.81E+03,5.61E+02,3.60E+02,1.12E+02,4.99E+01,1.40E+01
401,0.011961179,1.8,1.82E+03,1.12E+03,3.64E+02,2.24E+02,4.50E+01,2.80E+01
402,0,3.1,1.87E+03,1.60E+03,3.79E+02,3.20E+02,4.68E+01,4.00E+01
403,0,3,1.87E+03,1.12E+03,3.67E+02,2.24E+02,4.63E+01,2.80E+01
404,0,2.9,1.88E+03,9.62E+02,3.77E+02,1.92E+02,4.68E+01,2.40E+01
405,0,3.1,1.89E+03,5.61E+02,3.73E+02,1.12E+02,4.68E+01,1.40E+01
406,0,3.4,1.89E+03,5.61E+02,3.72E+02,1.12E+02,4.81E+01,1.40E+01
407,0,3.3,1.89E+03,5.61E+02,3.80E+02,1.12E+02,4.50E+01,1.40E+01
408,0,3.5,1.89E+03,2.41E+02,3.72E+02,4.80E+01,4.68E+01,6.00E+00
409,0,2.5,1.89E+03,1.60E+02,3.76E+02,3.20E+01,4.81E+01,4.00E+00
410,0,2.2,1.89E+03,1.60E+02,3.76E+02,3.20E+01,4.68E+01,4.00E+00
411,0,2.6,1.89E+03,1.60E+02,3.81E+02,3.20E+01,4.81E+01,4.00E+00
412,0,2.4,1.90E+03,1.60E+02,3.79E+02,3.20E+01,4.68E+01,4.00E+00
413,0,2.1,1.91E+03,1.60E+02,3.81E+02,3.20E+01,4.81E+01,4.00E+00
414,0,2.4,1.91E+03,1.60E+02,3.79E+02,3.20E+01,4.68E+01,4.00E+00
415,0,2.6,1.91E+03,7.21E+02,3.73E+02,1.44E+02,4.68E+01,1.80E+01
416,0,2.9,1.92E+03,1.44E+03,3.80E+02,2.88E+02,4.81E+01,3.60E+01
417,0.003382427,3.1,1.92E+03,7.21E+02,3.80E+02,1.44E+02,4.86E+01,1.80E+01
418,0.01202277,3.2,1.84E+03,5.61E+02,3.72E+02,1.12E+02,4.56E+01,1.40E+01
419,0.021064564,3.8,1.74E+03,5.61E+02,3.60E+02,1.12E+02,4.07E+01,1.40E+01
420,0.026352687,4.2,1.70E+03,1.12E+03,3.62E+02,2.24E+02,4.14E+01,2.80E+01
421,0.027652606,4.7,1.67E+03,1.60E+03,3.58E+02,3.20E+02,4.32E+01,4.00E+01
422,0.025576607,4.9,1.69E+03,7.21E+02,3.57E+02,1.44E+02,4.32E+01,1.80E+01
423,0.020341235,5,1.74E+03,5.61E+02,3.60E+02,1.12E+02,4.13E+01,1.40E+01
424,0.012589911,5,1.87E+03,5.61E+02,3.71E+02,1.12E+02,4.99E+01,1.40E+01
425,0.003945569,5,1.84E+03,1.12E+03,3.71E+02,2.24E+02,4.50E+01,2.80E+01
426,0,5.4,1.87E+03,1.60E+03,3.71E+02,3.20E+02,4.68E+01,4.00E+01
427,0,5.3,1.85E+03,1.12E+03,3.68E+02,2.24E+02,4.32E+01,2.80E+01
428,0,5.7,1.85E+03,9.62E+02,3.69E+02,1.92E+02,4.86E+01,2.40E+01
429,0,6.1,1.85E+03,5.61E+02,3.67E+02,1.12E+02,4.63E+01,1.40E+01
430,0,6.1,1.86E+03,5.61E+02,3.71E+02,1.12E+02,4.68E+01,1.40E+01
431,0,6.3,1.85E+03,5.61E+02,3.68E+02,1.12E+02,4.50E+01,1.40E+01
432,0,6.7,1.87E+03,2.41E+02,3.74E+02,4.80E+01,4.68E+01,6.00E+00
433,0,7,1.87E+03,1.60E+02,3.73E+02,3.20E+01,4.81E+01,4.00E+00
434,0,6.8,1.86E+03,1.60E+02,3.72E+02,3.20E+01,4.50E+01,4.00E+00
435,0,6.2,1.86E+03,1.60E+02,3.70E+02,3.20E+01,4.50E+01,4.00E+00
436,0,6.1,1.87E+03,1.60E+02,3.77E+02,3.20E+01,4.92E+01,4.00E+00
437,0,6.8,1.89E+03,1.60E+02,3.72E+02,3.20E+01,4.56E+01,4.00E+00
438,0,6.8,1.86E+03,1.60E+02,3.73E+02,3.20E+01,4.68E+01,4.00E+00
439,0,6,1.88E+03,7.21E+02,3.75E+02,1.44E+02,4.68E+01,1.80E+01
440,0,5.4,1.89E+03,1.44E+03,3.73E+02,2.88E+02,4.81E+01,3.60E+01
441,0.003382336,5.4,1.88E+03,7.21E+02,3.72E+02,1.44E+02,4.68E+01,1.80E+01
442,0.011868035,5.7,1.81E+03,5.61E+02,3.69E+02,1.12E+02,4.32E+01,1.40E+01
443,0.020289383,6.8,1.71E+03,5.61E+02,3.60E+02,1.12E+02,4.32E+01,1.40E+01
444,0.025680306,7.2,1.65E+03,1.12E+03,3.53E+02,2.24E+02,4.14E+01,2.80E+01
445,0.027757059,7.5,1.64E+03,1.60E+03,3.51E+02,3.20E+02,4.07E+01,4.00E+01
446,0.026198721,7.5,1.65E+03,7.21E+02,3.52E+02,1.44E+02,3.89E+01,1.80E+01
447,0.020393455,6.5,1.66E+03,5.61E+02,3.48E+02,1.12E+02,4.14E+01,1.40E+01
448,0.012590001,6.2,1.78E+03,5.61E+02,3.58E+02,1.12E+02,4.50E+01,1.40E+01
449,0.003945357,5.5,1.81E+03,1.12E+03,3.70E+02,2.24E+02,4.50E+01,2.80E+01
450,0,3.9,1.92E+03,1.60E+03,3.78E+02,3.20E+02,4.99E+01,4.00E+01
451,0,3.1,1.88E+03,1.12E+03,3.72E+02,2.24E+02,4.43E+01,2.80E+01
452,0,2.2,1.86E+03,9.62E+02,3.69E+02,1.92E+02,4.81E+01,2.40E+01
453,0,2.9,1.88E+03,5.61E+02,3.73E+02,1.12E+02,4.61E+01,1.40E+01
454,0,3.3,1.87E+03,5.61E+02,3.73E+02,1.12E+02,4.63E+01,1.40E+01
455,0,3.4,1.88E+03,5.61E+02,3.77E+02,1.12E+02,4.67E+01,1.40E+01
456,0,3.5,1.89E+03,2.41E+02,3.74E+02,4.80E+01,4.81E+01,6.00E+00
457,0,2.6,1.90E+03,1.60E+02,3.79E+02,3.20E+01,4.69E+01,4.00E+00
458,0,1.7,1.90E+03,1.60E+02,3.80E+02,3.20E+01,4.81E+01,4.00E+00
459,0,2.5,1.90E+03,1.60E+02,3.75E+02,3.20E+01,4.68E+01,4.00E+00
460,0,2.6,1.91E+03,1.60E+02,3.81E+02,3.20E+01,4.81E+01,4.00E+00
461,0,2.2,1.91E+03,1.60E+02,3.80E+02,3.20E+01,4.68E+01,4.00E+00
462,0,2.1,1.93E+03,1.60E+02,3.87E+02,3.20E+01,5.00E+01,4.00E+00
463,0,1.8,1.94E+03,7.21E+02,3.82E+02,1.44E+02,4.67E+01,1.80E+01
464,0,1.9,1.94E+03,1.44E+03,3.87E+02,2.88E+02,4.81E+01,3.60E+01
465,0.005702063,2.2,1.91E+03,7.21E+02,3.76E+02,1.44E+02,4.86E+01,1.80E+01
466,0.025529867,3.2,1.82E+03,5.61E+02,3.71E+02,1.12E+02,4.49E+01,1.40E+01
467,0.045060548,3.6,1.76E+03,5.61E+02,3.66E+02,1.12E+02,4.13E+01,1.40E+01
468,0.062161066,3.6,1.69E+03,1.12E+03,3.52E+02,2.24E+02,4.14E+01,2.80E+01
469,0.073029495,2.3,1.61E+03,1.60E+03,3.54E+02,3.20E+02,4.13E+01,4.00E+01
470,0.072775618,1.2,1.66E+03,7.21E+02,3.52E+02,1.44E+02,3.96E+01,1.80E+01
471,0.056689425,1.5,1.71E+03,5.61E+02,3.52E+02,1.12E+02,4.32E+01,1.40E+01
472,0.033434376,2,1.79E+03,5.61E+02,3.59E+02,1.12E+02,4.78E+01,1.40E+01
473,0.012160435,2.4,1.77E+03,1.12E+03,3.60E+02,2.24E+02,4.13E+01,2.80E+01
474,0,2.8,1.86E+03,1.60E+03,3.63E+02,3.20E+02,4.93E+01,4.00E+01
475,0,3.4,1.86E+03,1.12E+03,3.71E+02,2.24E+02,4.49E+01,2.80E+01
476,0,3.7,1.87E+03,9.62E+02,3.72E+02,1.92E+02,4.50E+01,2.40E+01
477,0,4.6,1.88E+03,5.61E+02,3.73E+02,1.12E+02,5.00E+01,1.40E+01
478,0,5,1.86E+03,5.61E+02,3.71E+02,1.12E+02,4.50E+01,1.40E+01
479,0,5.8,1.86E+03,5.61E+02,3.72E+02,1.12E+02,4.67E+01,1.40E+01
480,0,7.5,1.85E+03,2.41E+02,3.68E+02,4.80E+01,4.49E+01,6.00E+00
481,0,9.3,1.89E+03,1.60E+02,3.76E+02,3.20E+01,4.82E+01,4.00E+00
482,0,7.9,1.90E+03,1.60E+02,3.76E+02,3.20E+01,4.67E+01,4.00E+00
483,0,7.6,1.92E+03,1.60E+02,3.83E+02,3.20E+01,4.81E+01,4.00E+00
484,0,7,1.91E+03,1.60E+02,3.80E+02,3.20E+01,4.67E+01,4.00E+00
485,0,6.5,1.92E+03,1.60E+02,3.82E+02,3.20E+01,4.81E+01,4.00E+00
486,0,6.1,1.92E+03,1.60E+02,3.85E+02,3.20E+01,4.86E+01,4.00E+00
487,0,5.9,1.92E+03,7.21E+02,3.82E+02,1.44E+02,4.81E+01,1.80E+01
488,0,6.1,1.92E+03,1.44E+03,3.81E+02,2.88E+02,4.68E+01,3.60E+01
489,0.007715279,6.2,1.90E+03,7.21E+02,3.74E+02,1.44E+02,4.81E+01,1.80E+01
490,0.035130973,6.4,1.83E+03,5.61E+02,3.69E+02,1.12E+02,4.50E+01,1.40E+01
491,0.061754182,6.3,1.72E+03,5.61E+02,3.61E+02,1.12E+02,4.07E+01,1.40E+01
492,0.074189442,6.2,1.69E+03,1.12E+03,3.55E+02,2.24E+02,4.26E+01,2.80E+01
493,0.093743394,6.2,1.59E+03,1.60E+03,3.42E+02,3.20E+02,3.88E+01,4.00E+01
494,0.092626209,5.9,1.54E+03,7.21E+02,3.40E+02,1.44E+02,3.89E+01,1.80E+01
495,0.073879302,5.5,1.61E+03,5.61E+02,3.37E+02,1.12E+02,3.95E+01,1.40E+01
496,0.043424804,5.2,1.71E+03,5.61E+02,3.43E+02,1.12E+02,4.36E+01,1.40E+01
497,0.013404831,4.6,1.69E+03,1.12E+03,3.53E+02,2.24E+02,4.13E+01,2.80E+01
498,0,4.3,1.81E+03,1.60E+03,3.50E+02,3.20E+02,4.50E+01,4.00E+01
499,0,4.2,1.80E+03,1.12E+03,3.61E+02,2.24E+02,4.50E+01,2.80E+01
500,0,4.3,1.84E+03,9.62E+02,3.64E+02,1.92E+02,4.68E+01,2.40E+01
501,0,4.9,1.88E+03,5.61E+02,3.73E+02,1.12E+02,4.67E+01,1.40E+01
502,0,5.4,1.87E+03,5.61E+02,3.72E+02,1.12E+02,4.63E+01,1.40E+01
503,0,5.6,1.87E+03,5.61E+02,3.76E+02,1.12E+02,4.68E+01,1.40E+01
504,0,6.2,1.91E+03,2.41E+02,3.82E+02,4.80E+01,4.81E+01,6.00E+00
505,0,6,1.88E+03,1.60E+02,3.72E+02,3.20E+01,4.68E+01,4.00E+00
506,0,6.7,1.89E+03,1.60E+02,3.72E+02,3.20E+01,4.69E+01,4.00E+00
507,0,7.2,1.88E+03,1.60E+02,3.79E+02,3.20E+01,4.81E+01,4.00E+00
508,0,7.3,1.88E+03,1.60E+02,3.76E+02,3.20E+01,4.50E+01,4.00E+00
509,0,7.5,1.87E+03,1.60E+02,3.68E+02,3.20E+01,4.68E+01,4.00E+00
510,0,7.4,1.89E+03,1.60E+02,3.77E+02,3.20E+01,4.81E+01,4.00E+00
511,0,7.7,1.91E+03,7.21E+02,3.82E+02,1.44E+02,4.67E+01,1.80E+01
512,0,7.4,1.95E+03,1.44E+03,3.83E+02,2.88E+02,5.00E+01,3.60E+01
513,0.042725802,6.9,1.93E+03,7.21E+02,3.81E+02,1.44E+02,4.67E+01,1.80E+01
514,0.101049593,6.7,1.86E+03,5.61E+02,3.77E+02,1.12E+02,4.63E+01,1.40E+01
515,0.246649217,6.8,1.77E+03,5.61E+02,3.64E+02,1.12E+02,4.49E+01,1.40E+01
516,0.22154309,7.4,1.74E+03,1.12E+03,3.71E+02,2.24E+02,4.13E+01,2.80E+01
517,0.279300372,8.1,1.67E+03,1.60E+03,3.57E+02,3.20E+02,4.07E+01,4.00E+01
518,0.721290473,8.8,1.78E+03,7.21E+02,3.60E+02,1.44E+02,4.43E+01,1.80E+01
519,0.566934404,9.3,1.79E+03,5.61E+02,3.58E+02,1.12E+02,4.63E+01,1.40E+01
520,0.417446352,9.5,1.80E+03,5.61E+02,3.62E+02,1.12E+02,4.36E+01,1.40E+01
521,0.161274757,9.3,1.75E+03,1.12E+03,3.51E+02,2.24E+02,4.50E+01,2.80E+01
522,0,9.8,1.82E+03,1.60E+03,3.60E+02,3.20E+02,4.49E+01,4.00E+01
523,0,9.6,1.79E+03,1.12E+03,3.58E+02,2.24E+02,4.50E+01,2.80E+01
524,0,9.2,1.77E+03,9.62E+02,3.54E+02,1.92E+02,4.07E+01,2.40E+01
525,0,9.3,1.79E+03,5.61E+02,3.51E+02,1.12E+02,4.43E+01,1.40E+01
526,0,9.4,1.78E+03,5.61E+02,3.61E+02,1.12E+02,4.63E+01,1.40E+01
527,0,9.1,1.77E+03,5.61E+02,3.47E+02,1.12E+02,4.43E+01,1.40E+01
528,0,8.3,1.76E+03,2.41E+02,3.56E+02,4.80E+01,4.42E+01,6.00E+00
529,0,8.4,1.75E+03,1.60E+02,3.47E+02,3.20E+01,4.26E+01,4.00E+00
530,0,7.8,1.78E+03,1.60E+02,3.56E+02,3.20E+01,4.49E+01,4.00E+00
531,0,8.4,1.80E+03,1.60E+02,3.61E+02,3.20E+01,4.50E+01,4.00E+00
532,0,7.8,1.81E+03,1.60E+02,3.60E+02,3.20E+01,4.50E+01,4.00E+00
533,0,7.9,1.81E+03,1.60E+02,3.62E+02,3.20E+01,4.31E+01,4.00E+00
534,0,7.1,1.81E+03,1.60E+02,3.62E+02,3.20E+01,4.69E+01,4.00E+00
535,0,6.6,1.82E+03,7.21E+02,3.61E+02,1.44E+02,4.49E+01,1.80E+01
536,0,6.4,1.83E+03,1.44E+03,3.63E+02,2.88E+02,4.50E+01,3.60E+01
537,0.018736664,6.4,1.82E+03,7.21E+02,3.63E+02,1.44E+02,4.50E+01,1.80E+01
538,0.105558541,7.5,1.79E+03,5.61E+02,3.61E+02,1.12E+02,4.50E+01,1.40E+01
539,0.181339513,8.4,1.71E+03,5.61E+02,3.57E+02,1.12E+02,4.43E+01,1.40E+01
540,0.340346212,9.7,1.66E+03,1.12E+03,3.41E+02,2.24E+02,4.07E+01,2.80E+01
541,0.467576737,9.5,1.63E+03,1.60E+03,3.44E+02,3.20E+02,3.70E+01,4.00E+01
542,0.763897439,9.6,1.53E+03,7.21E+02,3.36E+02,1.44E+02,3.89E+01,1.80E+01
543,0.705873743,10.2,1.53E+03,5.61E+02,3.40E+02,1.12E+02,3.70E+01,1.40E+01
